"","comicName","comicSummary","comicGrade"
"506","달을그리는숲","판타지 사극","9.83"
"507","기코툰","그냥 다 죽자","8.08"
"508","악마소녀","악마소녀","9.65"
"509","新조선왕조실록","조선왕조인계자이야기","9.84"
"510","11me(열하나)","잘생긴 내가 11명","9.85"
"511","좋은날","학원로맨스","9.86"
"512","블랙옐로","완결은 팬카페에","9.01"
"513","치와와의오후","알콩달콩 연애툰","9.90"
"514","사랑이올까요","과연 사랑이 올까요","9.59"
"515","가타부타타","이래저래 가타부타","9.86"
"516","즐거운생활","재주의 사회생활.","8.04"
"517","9등급뒤집기","수능 대박 프로젝트","8.57"
"518","낭떠러지밖으로점프","뭔가 이상한 아파트","9.77"
"519","음대놈들","음대생들의 일상","9.91"
"520","나의일본인친구","일본에서의 인연","9.85"
"521","결혼생활그림일기","스펙타클 결혼생활","9.91"
"522","이또한지나갈까?","제품 개발자 이야기","8.92"
"523","루커피쳐","PICTURE","9.92"
"524","^-^(캐럿하이픈캐럿)","캐하캐","9.44"
"525","머리카락을뽑으면","미스터리 학원추리물","9.80"
"526","나만아는사랑","짝사랑 로맨스","9.85"
"527","주말엔보랏빛향기","성우지망생의 주말","9.77"
"528","지켜라!여의주!","그녀의비밀을지켜줘!","9.71"
"529","합법해적파르페","공주님은 해적.","9.94"
"530","사랑하는제자들","나갈 수 없는 학교","9.84"
"531","결혼은싫어","독신주의자에게 나타난 신랑감들","9.73"
"532","일단은프리터입니다.","프리터족 이야기.","9.79"
"533","메이커","뭐든지 만든다.","9.77"
"534","교환일기","왕따소녀의 교환일기","9.65"
"535","어디사세요?","맞춤형아파트프로젝트","9.88"
"536","시선이교차하는곳","과거와 미래를 보다","9.92"
"537","시선의차이","변화하는 고교생활","9.36"
"538","인생맛집","주관적인 맛집이야기","9.90"
"539","인어를위한수영교실","성장 로맨스","9.94"
"540","병","소년에서 군인으로","9.78"
"541","B텐더","술과 사람의 이야기","9.79"
"542","세이의RPG","게임 판타지","9.73"
"543","그의박물관엔수상한미라가있다.","고고학 로맨스","9.89"
"544","찌질라이프","찌질 라이프","9.37"
"545","버티고","버티고","9.71"
"546","불릿6미리","에어소프트건서바이벌","9.72"
"547","용사를물리쳐라!","용사를 물리쳐라!","9.90"
"548","나라면절대안그래","나라면 절대 안그래","9.50"
"549","가려진대화","익명으로 보는 내면","9.88"
"550","예서중유나!","예서중1학년 유나♡","9.37"
"551","힘내라봉산댁!","촌에도 청춘은 있다!","9.90"
"552","고향집","아늑하고 편안해야할","9.83"
"553","신이없는세계","깨비깨비 도깨비","9.90"
"554","밤의아이들은누가듣는가","다장르 단편 모음","9.92"
"555","요괴백정","요괴사냥 판타지","9.87"
"556","거미의상자","일하는악마는 피곤해","9.90"
"557","뿅가이","간다 간다 뿅간다♡","9.85"
"558","우울의바다","그깊은곳에대하여","9.42"
"559","밀지","독살사건의 음모","9.75"
"560","오마이갓","신을 뽑는 오디션","9.62"
"561","우민이와팬티요정","미미는 팬티요정","9.14"
"562","오늘도랄라","평범하진 않은 가족이야기","9.74"
"563","어느새스며든","삼각관계","9.65"
"564","모죠의일지","유잼인생","9.89"
"565","헛헛하다","daily life","9.77"
"566","반","소년이여 성장하라!","9.84"
"567","달맞이꽃","동양판타지","9.86"
"568","말랑말랑생활사","말랑말랑한 생활","9.72"
"569","하루한끼감정일기","아기자기힐링 음식툰","9.84"
"570","강호열전","강호의 여러 인간상","9.92"
"571","멍멍이랑","멍멍","9.89"
"572","유포리아","댄싱 학원물","9.73"
"573","모솔탈출일대기","모쏠 탈출 일대기!","9.65"
"574","루미인싸이드","청춘가족휴먼스토리","9.87"
"575","땅보고걷는아이","가정폭력을 그린 만화","9.88"
"576","블래커","범죄예측시스템","9.76"
"577","왕자님을찾아라!","왕자찾기 프로젝트","9.88"
"578","4년째신혼일기","4년차부부의리얼일상","9.76"
"579","단편들","단편만화","9.91"
"580","러브햄츄얼리","햄지 연애 성공기","9.71"
"581","미용사","전직용사 현직미용사","9.79"
"582","리베르","리베르","9.31"
"583","정불고교","정체불명 고등학교!","9.60"
"584","지독한악연","내 인생에서 꺼져","8.79"
"585","방안의코끼리","친구충과 직진연하남","9.83"
"586","우주광부","죽음, 그리고 우주","9.71"
"587","짠이쨍아","엉뚱 발랄 가족툰","9.66"
"588","어린공주","코믹 동화 판타지","9.93"
"589","판타지를기대하지마","수상한 사람이 왔다","9.84"
"590","악마의성불사무소","악마와 소년","9.89"
"591","포갓(FOURGOD)","열심히 일하는 신","9.87"
"592","신과인간","신과 인간의 이야기","9.89"
"593","취사병전설이되다","군대요리 판타지만화","9.91"
"594","오늘도오셨네요","김직원입니다","9.26"
"595","버찌와나","집사와 아기 고양이","9.91"
"596","반짝반짝빛나는","반짝반짝빛나는","9.88"
"597","아이테르","현대 판타지","9.86"
"598","오늘은영웅","한 사람만의 영웅","9.78"
"599","은규랑누나랑","꽁냥꽁냥 러브스토리","9.83"
"600","인생막장","정식 연재 협의 중","9.25"
"601","셀리아의어린연인","판타지로맨스 코미디","9.85"
"602","랭커앤랭커","초능력학원물","9.81"
"603","블루랜드","색을 잃고 살아남다","9.90"
"604","체리블로섬","너를 만나고 싶어","9.89"
"605","무주의맹시","삼신할미의 저주풀기","9.90"
"606","평범한이계의여고생","차원이동 여고생","9.91"
"607","만화유치원","만화가지망생 유치원가다","9.89"
"608","삶이우리를속일지라도","개그로맨스","9.92"
"609","별을지나","아이돌 탈출기!!","9.64"
"610","검은가시","마녀들의 투쟁사","9.86"
"611","디드롭스(D.drops)","당신이 꿈꾸는 잔혹동화","9.88"
"612","블러드라이트","에피소드 판타지","9.54"
"613","한지붕아래","다섯 바보의 이야기","9.91"
"614","몬스터즈필드","소녀들의 미식축구!","8.98"
"615","호구와싸가지","마지막 공지","9.89"
"616","스코칭로맨스","화끈한 개그 로맨스","9.86"
"617","신","인간이 되어버린 신","9.69"
"618","#살인스타그램","SNS연쇄살인","9.68"
"619","러브라이터","러브코미디","9.87"
"620","신의태궁","태궁과 도깨비","9.91"
"621","그남자그남자의사정","보통만화.","9.82"
"622","드라코런::Dracorun","드래곤 라이더","9.80"
"623","공감각자","5.5감 스릴러","9.73"
"624","도시소녀귀농기","백수가족 단체귀농!","9.80"
"625","인절미","인기많은 절미씨","9.85"
"626","그림자가길어지는시간","25살,여대생","9.86"
"627","밤의새벽","인육매매마을 소녀","9.84"
"628","데칼코마니","추적스릴러웹툰","9.66"
"629","수채화다이어리","수채화로 전해드리는 공감 일상 툰 입니다:)","9.61"
"630","신별주부전","새로운 토끼와 자라","9.91"
"631","꿈의왕의꿈","꿈의 왕이 누구야?","9.86"
"632","애니메이킹","애니메이션 만들기","9.61"
"633","악마법소녀","마법과 내뱉은 말","9.90"
"634","고3목마회전인생","고3 타임루프","9.83"
"635","은근짜릿해","이럴때 은근히 짜릿","9.84"
"636","학살던전마","학교에서 살아남기","7.65"
"637","거미덫","거미줄에 걸려버렸다","9.82"
"638","봉봉미엘홍차클럽","홍차와 함께하는 일상 메르헨","9.91"
"639","미로의정원","판타지","9.93"
"640","저승찾아한서리","장기휴재","9.81"
"641","갓!김치","두유 노우 김치맨?","9.22"
"642","진주전","도깨비 판타지","9.87"
"643","데르탈리즘","원시인이 ★아이돌☆","9.57"
"644","문카니발","달과 밤 이중생활","9.57"
"645","나를위한봄","방송부 친구들","8.49"
"646","플랫다이어리","길고 말 많은 일상툰","9.90"
"647","같이살아요!","결혼할수 있을까","9.93"
"648","여왕의자격","로맨스포츠","9.50"
"649","언메이크","에어 아포칼립스","9.25"
"650","어나더","판타지 로맨스","9.86"
"651","블러드문","비극이 낳은 희망","9.74"
"652","폐급공무원","신종 폐급 공무원","9.53"
"653","아홉수우리들","우리들 이야기","9.91"
"654","붉게물들홍","조선 춤꾼들 이야기","9.90"
"655","블캣다이어리","쇼핑몰!밴드!고양이 강아지 엄마! 테이의 소소한 일상툰!","9.73"
"656","삼십오미리(35mm)","자신의 시선을 찾아가는 이호경과 사진 동아리 ‘삼십오미리’ 이야기","9.85"
"657","여전히일상","평범하지만 늘 다른","9.88"
"658","동거의법칙","반세기세대차이룸메이트","9.88"
"659","양치기소년","일요일 연재","9.78"
"660","좋은꿈꾸세요","스트레스 처치로맨스","9.92"
"661","콜맨","병맛흥신소","9.32"
"662","태양","new 클래식 웹툰","9.63"
"663","부고","부고訃告죽음 그 이면","9.85"
"664","다이아몬드갓수","액션/어드벤처","9.68"
"665","유치원신드롬","공포의 유치원","9.60"
"666","러보얌♥","러보얌+행복한크리미","9.76"
"667","저승화랑이야기","이승과 같은 저승","9.91"
"668","메멘토모리","죽음을 기억하라!","9.92"
"669","크라이시스","이능력 판타지","9.79"
"670","히어로전우치","한국형 히어로!!","9.61"
"671","14년만에핀해바라기","K-POP","9.72"
"672","그라티아","엑소시스트 판타지","9.55"
"673","이름을빌려드립니다","我的名字","9.76"
"674","지나치게달콤한","알바생과 아이돌의 지나치게 달콤한 이야기","9.89"
"675","브리즈","고교야구 성장스토리","8.87"
"676","쩜오라이프","1.5평 생활기","9.87"
"677","이상적인관계","심쿵! 캠퍼스로맨스","9.89"
"678","아재소녀","시즌2 !!","9.72"
"679","나의스위치메이트","여자가 된 남자","9.90"
"680","남자들이나를좋아해","내인생의 모든인연","9.72"
"681","아무래도좋은","아무래도 좋은이야기","9.88"
"682","개천사","어느 날 화가 났다..","9.90"
"683","가라사대","기독교타파?개그만화","9.65"
"684","꿀벌과아카시아","달콤녀 꿀벌남 찾기","9.77"
"685","샤카!","주짓수 성장 만화","9.04"
"686","레퀴에스","이세계식당 개그물","9.24"
"687","강한사랑","대학교 개그 로맨스","9.88"
"688","나라구한전생","나라를 구했습니다.","9.90"
"689","보통의외톨이","다다 DADA","9.89"
"690","종이비행기를날리면","첫사랑을 다시 만나러","9.83"
"691","극세사탐구생활","일상탐구개그만화","9.85"
"692","사랑비","누구나 하나쯤은 간직하고 있는 러브스토리에 관하여","9.14"
"693","짝사랑기승전결","평범한 짝사랑이야기","9.80"
"694","스피너즈",".","9.58"
"695","GO!라니","(연재중지)","9.88"
"696","봉황의원","철없는 주작 성장기","9.54"
"697","쿨내나는연애","쏘쿨한 로맨스 웹툰","9.85"
"698","바리이야기","판타지","9.88"
"699","필","필의 이야기.","9.86"
"700","(구)신의태궁",".","9.86"
"701","익숙한땅콩들","소소한 청춘","9.84"
"702","색깔전쟁","색이 사라진 세상","9.83"
"703","디센트","동양판타지 학원물","9.70"
"704","마야","첩보 스릴러","9.69"
"705","빅맨","208cm거인의농구","5.72"
"706","우리!지구를떠나자!","지구미남 납치작전","9.68"
"707","덕후커플보고서","덕후 커플의 일상","9.88"
"708","엘리자벳데일리","매일매일, 아슬아슬 with 엘리자베스","9.81"
"709","절교여행","절교여행 버라이어티","9.82"
"710","박하의효능","비밀을 알아버렸다","9.67"
"711","일상난담","수욜 일욜 연재","9.27"
"712","투하프데빌","악마들의 코믹한 이야기","9.54"
"713","두세기","두세기 사이의 진실","9.75"
"714","성형술사","만지면 변한다!!","9.82"
"715","마루누리","고구려 왕자의 성장기","9.88"
"716","보라(LookAtMe)","학원 잔혹극","9.24"
"717","사물놀이-부서진악기-","한국형 판타지스릴러","9.91"
"718","지구와사람과동물","지구와 사람과 동물","9.88"
"719","용사님을사랑한힐러님","잔잔한 판타지","9.88"
"720","검은인간","변해가는 몸","9.90"
"721","모자장수아가씨","모자장수 아가씨","9.75"
"722","산타공무원","강동구씨의 이야기","9.91"
"723","퍼머넌트옐로우","27살, 동화는없다","9.32"
"724","컬러커플:extra","컬러커플 외전!","9.83"
"725","제임스널저주해그리고사랑해","감성로맨스스릴러","9.66"
"726","신의계약서","이세계 신의 이야기","9.63"
"727","날마다끄적끄적","고요히 산다는 것","9.88"
"728","Tillythespikyhands","뾰족뾰족 포크가족","9.88"
"729","공상과학스포대전","스포츠만화의 이단아","9.36"
"730","청부업자와소년의이야기","청부업자와 소년의 잔잔하고 슬픈 이야기","9.88"
"731","보람특기고등학교",".","9.88"
"732","미친꽃은답도없다","자유연재","9.83"
"733","저주라는이름의축복","← 키안 (♂)","9.86"
"734","어쩌다보니용사가","용사가 허접 쩌리?","9.62"
"735","최강의악마","될 수 있을까?","9.88"
"736","옴니버스열애설","연시뮬을 만화로!","9.85"
"737","슬로우템포","본격 심령 로맨스","9.75"
"738","죽는날까지","가장 나쁜 영웅","9.89"
"739","현악4중주-콰르텟","어떤악기의 레이져포","9.56"
"740","허니버니",".","9.90"
"741","방과후베이스볼클럽","드라마틱 베이스볼","9.69"
"742","디바이스","게임 폐인이 게임을 통해 성장하는 이야기","9.84"
"743","메리고라운드","개그 육아 일상","9.90"
"744","어쩌다간호사","간호사 공감툰.","9.76"
"745","호가비","소녀와 호가비","9.85"
"746","라서드","모험 액션 판타지","9.77"
"747","사분의일","잇걸과패션테러리스트","9.87"
"748","재와먼지의시","어떤 장의사 이야기","9.81"
"749","헬58","지옥같은섬 58아일랜드 (속칭 헬58)","9.50"
"750","얘보단일잘하겠지의'얘'","사회생활 꺼져","9.78"
"751","이몸은신이니라!","카이즈","9.61"
"752","킥오프","열혈 풋살 웹툰","9.73"
"753","그가내가되었다","도플갱어","9.73"
"754","지옥의주인","귀신의 싸움.","9.25"
